LR Accuracy,LR F1,NB Accuracy,NB F1
0.7827586206896552,0.0,0.7827586206896552,0.0
0.7551724137931034,0.0,0.7551724137931034,0.0
0.7241379310344828,0.14893617021276595,0.7,0.0
0.6137931034482759,0.27272727272727276,0.5758620689655173,0.0
0.7344827586206897,0.5882352941176471,0.6689655172413793,0.36
0.6758620689655173,0.6824324324324325,0.7137931034482758,0.7224080267558527
0.6793103448275862,0.06060606060606061,0.6724137931034483,0.0
0.7448275862068966,0.6372549019607843,0.5793103448275863,0.14084507042253522
0.6344827586206897,0.5984848484848485,0.603448275862069,0.46009389671361506
